
=== 执行时间: 2026-04-28 17:19:42 ===
处理总数: 2761 篇 | 成功添加: 2460 篇 | 跳过: 301 篇
✅ 成功 | BinaryBang/cj/Course01/01-制造第一个程序-en.md | 匹配关键词: default
✅ 成功 | BGongFang/python-setup-en.md | 匹配关键词: python
✅ 成功 | ruweng/30讲/30-27-video2mp3-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-25-count_line-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-24-encrypt4pdf-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-22-LicensePlateOCR-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-20-query4excel-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-19-excel2pdf-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-18-zip4dir-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-17-flag2profile-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-16-group_by_name-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-15-docx4imgs-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-13-merge2excel-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-12-han2pinyin-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-11-del_watermark-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-10-VatInvoiceOCR2Excel-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-09-down4img-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-08-sheet2excel-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-07-ppt2pdf-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-02-docx2pdf-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-01-pdf2docx-en.md | 匹配关键词: default
✅ 成功 | course/程序员晚枫/python-advanced/ads/01-Python进阶学什么这6个知识点让你从入门到精通.md | 匹配关键词: python
✅ 成功 | course/xiaobao-tutorial/50讲自动化办公/ads/02-程序员晚枫用了3年Python自动化办公总结出这5个最常用的场景.md | 匹配关键词: python
✅ 成功 | course/third-party-libs/pyinstaller/ads/03-打包Python程序遇到报错别慌这里有10个常见问题的解决方案.md | 匹配关键词: python
✅ 成功 | course/third-party-libs/pyinstaller/ads/02-用PyInstaller打包Python程序踩过的10个坑和解决方案.md | 匹配关键词: python
✅ 成功 | course/ai-related/posts-people/ads/260405-为什么不建议自学AI编程.md | 匹配关键词: ai
✅ 成功 | course/ai-related/AI编程训练营/main/9-2.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/9-1.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/8.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/7.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/5.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/24.md | 匹配关键词: default
✅ 成功 | course/ai-related/AI编程训练营/main/15.md | 匹配关键词: default
✅ 成功 | course/ai-related/AICoding/ads/01-30讲Python自动化办公为什么值得学.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/ads/03-Python入门后你最该掌握的5个技能.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/ads/02-为什么面试官爱问Python的数据类型底层是怎么实现的.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/ads/01-为什么你写的Python像C语言.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/23-Python学习路线图.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/22-Python实战项目-天气查询机器人.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/21-Python实战项目-自动发送邮件报告.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/20-Python实战项目-自动整理下载文件夹.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/19-Python常用标准库.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/18-Python正则表达式.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/17-Python模块与包.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/16-Python生成器.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/15-Python面向对象.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/14-Python异常处理.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/13-Python文件操作.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/12-Python字符串.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/11-Python装饰器.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/09-Python函数参数.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/08-Python字典.md | 匹配关键词: python
❌ 跳过 | course/AI/python-basics/07-Python列表推导式.md | 无frontmatter
✅ 成功 | course/AI/python-basics/06-Python函数基础.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/05-Python循环.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/03-Python运算符与表达式.md | 匹配关键词: python
✅ 成功 | course/AI/python-basics/01-Python零基础入门.md | 匹配关键词: python
✅ 成功 | course/AI/openclaw-tutorial/20260301050301-第27讲-项目3-服务器监控告警.md | 匹配关键词: default
✅ 成功 | course/AI/openclaw-tutorial/20260301040301-第21讲-Skills技能系统.md | 匹配关键词: default
✅ 成功 | course/AI/openclaw-tutorial/20260301020501-第10讲-微信通道接入实战.md | 匹配关键词: default
✅ 成功 | course/AI/openclaw-tutorial/20260301010501-第5讲-模型提供商配置.md | 匹配关键词: default
✅ 成功 | course/AI/one-person-company/08-AI 编程自动化.md | 匹配关键词: ai
✅ 成功 | course/AI/data-analysis/ads/03-Python数据分析到底要学哪些内容.md | 匹配关键词: python
✅ 成功 | course/AI/data-analysis/20260301010501-课程总结与学习路线.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301010401-项目5-数据可视化仪表盘搭建.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301010301-项目4-竞品价格监控与分析.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301010201-项目3-库存分析与销量预测.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301010101-项目2-用户行为分析与RFM模型.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301001301-项目1-销售数据分析报表自动化.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301001201-数据分布分析-正态分布与QQ图.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301001101-假设检验入门-用数据验证你的猜想.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301001001-描述性统计-用数字概括数据特征.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000901-交互式可视化-pyecharts制作动态图表.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000801-Pandas内置绘图-最简捷的可视化方式.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000701-Seaborn统计可视化-让图表更优雅.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000601-Matplotlib进阶-专业图表美化技巧.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000501-Matplotlib基础-绘制你的第一张图表.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000401-Pandas高效数据处理技巧.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000301-Pandas字符串处理技巧.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000201-Pandas数据变换-时间序列处理.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260301000101-Pandas数据变换-分组聚合groupby.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228235301-Pandas数据变换-合并与连接.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228235201-Pandas数据变换-行列操作.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228235101-Pandas数据清洗-类型转换与异常值处理.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228235001-Pandas数据清洗-处理重复值.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228234901-Pandas数据清洗-处理缺失值.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228234801-Pandas数据筛选与查询.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228232101-Pandas数据读取与保存.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228232001-Pandas入门-Series和DataFrame.md | 匹配关键词: data
✅ 成功 | course/AI/data-analysis/20260228231901-NumPy进阶-数学运算.md | 匹配关键词: default
✅ 成功 | course/AI/data-analysis/20260228231601-Python数据分析课程大纲-从数据小白到分析专家的完整学习路径.md | 匹配关键词: python
✅ 成功 | course/AI/data-analysis/20260228231601-Python数据分析课程大纲-从数据小白到分析专家.md | 匹配关键词: python
✅ 成功 | course/AI/cpython-internal/20-CPython-贡献指南.md | 匹配关键词: python
✅ 成功 | course/AI/cpython-internal/19-性能分析与优化.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/18-C-扩展编程.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/17-模块导入系统.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/16-线程与并发.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/15-GIL-全局解释器锁.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/13-函数与类实现.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/10-数字类型实现.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/09-常见字节码指令.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/08-字节码执行.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/06-语法分析.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/05-词法分析.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/04-垃圾回收机制.md | 匹配关键词: default
✅ 成功 | course/AI/cpython-internal/03-内存管理基础.md | 匹配关键词: default
✅ 成功 | course/AI/ai-chatbot/ads/01-从0到1做一个AI聊天机器人要多久.md | 匹配关键词: ai
✅ 成功 | course/AI/ai-chatbot/20260302030601-第6讲-发布到微信网页.md | 匹配关键词: default
✅ 成功 | course/AI/ai-basic-concepts/17-copilot.md | 匹配关键词: default
✅ 成功 | course/AI/ai-basic-concepts/10-deep-learning.md | 匹配关键词: default
✅ 成功 | course/AI/ai-basic-concepts/09-neural-network.md | 匹配关键词: default
✅ 成功 | course/AI/ai-automation-office/20260302020701-第7讲-AI写Word文档.md | 匹配关键词: ai
✅ 成功 | course/AI/ai-automation-office/20260302020601-第6讲-Excel自动化实战.md | 匹配关键词: default
✅ 成功 | course/AI/ai-automation-office/20260302020501-第5讲-AI生成数据报表.md | 匹配关键词: ai
✅ 成功 | course/AI/ai-automation-office/20260302020401-第4讲-AI处理Excel数据.md | 匹配关键词: ai
✅ 成功 | course/AI/ai-automation-office/20260302020201-第2讲-AI办公工具全景图.md | 匹配关键词: ai
✅ 成功 | course/AI/ai-automation-office/20260302020101-第1讲-为什么AI自动化办公是普通人的最佳机会.md | 匹配关键词: ai
✅ 成功 | ai/workbuddy/20250405-ai-office-tools.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260326021907-火山引擎部署 OpenClaw 完整手册.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260326021905-Docker 容器化部署 OpenClaw！一次打包到处运行.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260326021903-腾讯云 CVM 部署 OpenClaw 完整手册.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260326005108-龙虾高级课作业有多硬核.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260326005105-龙虾高级课第 1 期学员毕业.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317103900-发票 OCR 实战 10 个常见错误及解决方案.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317103800-发票验真 + 识别一套代码全搞定.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317103500-用 Python 做发票管理系统比买软件省 10 万.md | 匹配关键词: python
✅ 成功 | ai/openclaw/20260317103400-发票识别后如何自动导入财务系统教程来了.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317103200-财务自动化从入门到放弃这份避坑指南收好.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317103100-发票 OCR 识别率低试试这 7 个优化技巧.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317103000-批量识别 1000 张发票我只用了这 1 个脚本.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317102900-发票识别总出错这 5 个坑我帮你踩完了.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317102500-发票太多录不完这个开源技能让你准时下班.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317102400-财务人必学 3 行代码搞定发票录入老板给我加薪了.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317102300-腾讯云 OCR+Python= 王炸这个发票识别技能太香了.md | 匹配关键词: python
✅ 成功 | ai/openclaw/20260317102200-我帮公司省了 6 万块发票OCR自动化实战复盘-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317102200-我帮公司省了 6 万块发票 OCR 自动化实战复盘.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317102100-别再手动录发票了这个 Python 技能让财务提前 2 小时下班.md | 匹配关键词: python
✅ 成功 | ai/openclaw/20260317102000-财务小姐姐哭了 300 张发票我用这个技能 10 分钟搞定.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317001000-我发现了一个 OpenClaw 实用案例库 - 最实用的 20 个技能推荐.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260317000900-我发现了一个 OpenClaw 实用案例库 - 完整使用教程.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182954-OpenClaw 案例库里的 AI Agent 开发新手能学会吗.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260316182953-OpenClaw 案例库 30 天学习挑战 - 我能坚持下来吗.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182952-我用 OpenClaw 案例库 3 个月从编程小白到接私活.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182951-OpenClaw 案例库的数据分析案例真能帮你升职加薪吗.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182950-OpenClaw 案例库让我戒掉了加班 - 每天 6 点准时下班.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182949-程序员晚枫的 AI 工具箱 - 这 10 个案例我每天在用.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260316182947-为什么我建议你一定要用 OpenClaw 案例库学习编程.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182946-OpenClaw 案例库里的 AI 办公自动化真有那么神吗.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260316182945-我用 OpenClaw 案例库帮朋友公司省了 20 万.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182944-OpenClaw 案例库让我明白 - 会抄代码才是真本事.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182942-从 0 到 1 搭建 AI 客服系统 OpenClaw 案例库实战.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260316182940-OpenClaw 案例库里的 10 个神级技巧 90% 的人都不知道.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182939-我靠 OpenClaw 案例库 3 天搞定了一个月的工作量.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316182936-OpenClaw 中文案例库使用教程 - 从入门到精通看这一篇就够了.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316163656-OpenClaw 案例库使用教程 - 从入门到精通看这一篇就够了.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316163656-OpenClaw 案例库使用教程 - 从入门到精通看这一篇就够了-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316104522-从零搭建龙虾 AI 系统 5 家大厂 Coding Plan 保姆级教程.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260316095923-腾讯赞助 OpenClaw vs 阿里通义 vs 百度文心-谁更值得学.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260316095923-腾讯赞助 OpenClaw vs 阿里通义 vs 百度文心-谁更值得学-en.md | 匹配关键词: default
✅ 成功 | ai/openclaw/20260228171001-AI自动化办公-让Excel自己干活.md | 匹配关键词: ai
✅ 成功 | ai/openclaw/20260228171001-AI自动化办公-让Excel自己干活-en.md | 匹配关键词: ai
✅ 成功 | ai/20260421-deepseek-vs-gpt4-claude-technical-compare.md | 匹配关键词: default
✅ 成功 | ai/20260421-deepseek-office-guide.md | 匹配关键词: default
✅ 成功 | ai/20260421-claude4-guide.md | 匹配关键词: default
✅ 成功 | ai/20260421-claude4-guide-en.md | 匹配关键词: default
❌ 跳过 | ai/20250512-量化库-en.md | 无frontmatter
✅ 成功 | ai-tools/tool-reviews/trae/20260412-trae-real-project-crawler.md | 匹配关键词: default
❌ 跳过 | ai-tools/tool-reviews/trae/20260412-trae-real-project-crawler-en.md | 无frontmatter
✅ 成功 | ai-skills/course-beginner-to-pro/08-monetization/20260406-30-business-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/07-deployment/20260406-29-analytics-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/07-deployment/20260406-28-deployment-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/07-deployment/20260406-27-testing-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/06-projects/20260406-23-finance-dev-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/03-platforms/20260406-11-feishu-practice-en.md | 匹配关键词: default
✅ 成功 | ai-skills/course-beginner-to-pro/02-basics/20260406-05-interaction-design-en.md | 匹配关键词: default
❌ 跳过 | ads/tencent/tokenplan/20260411-mbti-ai-coding-2-tutorial.md | 无frontmatter
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-api.md-en.md | 匹配关键词: default
✅ 成功 | ads/tencent/20260423-tencent-cloud-coding-plan-api.md | 匹配关键词: default
✅ 成功 | ads/minimax/20260427-minimax-real-scenes.md | 匹配关键词: default
❌ 跳过 | ads/minimax/20260422-minimax-token-plan-24h-en.md | 无frontmatter
✅ 成功 | ads/bytedance/huoshan/20260410-ark-coding-plan-api-usage.md | 匹配关键词: default
❌ 跳过 | ads/bytedance/arkclaw/20260412-arkclaw-7x24-real-task.md | 无frontmatter
✅ 成功 | ads/aliyun/20260423-aliyun-coding-plan-api.md-en.md | 匹配关键词: default
✅ 成功 | ads/aliyun/20260423-aliyun-coding-plan-api.md | 匹配关键词: default
✅ 成功 | ads/aliyun/20260423-aliyun-coding-plan-api-en.md | 匹配关键词: default
✅ 成功 | ads/ali/openclaw/20260408-qwen-coder-review.md | 匹配关键词: code
✅ 成功 | ads/ali/openclaw/20260408-qwen-coder-review-en.md | 匹配关键词: code
✅ 成功 | 流量矩阵-创作工作区搭建完成_20260416.md | 匹配关键词: default
❌ 跳过 | 流量矩阵-创作工作区/创作计划.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/内容发布清单.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/README.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/03-python-office-基石/其他办公自动化/001-Python自动发送邮件批量发送1000封个性化邮件.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/03-python-office-基石/Word自动化解决方案/001-Python-Word批量转PDF一键搞定100个文件.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/03-python-office-基石/README.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/03-python-office-基石/Excel自动化解决方案/001-Python-Excel批量处理从3小时到3分钟.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/02-work-story-引流/职场故事系列/001-30岁被裁员程序员高薪就是个笑话.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/02-work-story-引流/程序员逆袭系列/001-从月薪5k到年薪50w我用了3年.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/02-work-story-引流/用户投稿故事/投稿-从会计转行程序员我后悔了吗.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/02-work-story-引流/README.md | 无frontmatter
✅ 成功 | 流量矩阵-创作工作区/01-course-AI-主力/热点分析文章/马斯克X应用对标微信-AI时代超级应用之战.md | 匹配关键词: ai
❌ 跳过 | 流量矩阵-创作工作区/01-course-AI-主力/README.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/01-course-AI-主力/AI自动化办公12讲/第2讲-AI办公工具全景图.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/01-course-AI-主力/AI自动化办公12讲/第1讲-为什么AI自动化办公是普通人的最佳机会.md | 无frontmatter
❌ 跳过 | 流量矩阵-创作工作区/01-course-AI-主力/AI实战案例/AI实战-用AI把3小时Excel工作压缩到5分钟.md | 无frontmatter
✅ 成功 | zhaoyi/demo.md | 匹配关键词: default
✅ 成功 | zhaoyi/260308-合集.md | 匹配关键词: default
✅ 成功 | wechat-group.md | 匹配关键词: wechat
✅ 成功 | wanfeng/20260427-内容和信用才是核心竞争力.md | 匹配关键词: default
✅ 成功 | wanfeng/20260427-AI把所有人都扒光了-你还在那里包装自己.md | 匹配关键词: ai
❌ 跳过 | video-scripts/口播稿/002-明明国内算力更稀缺，为什么反而更便宜.md | 无frontmatter
❌ 跳过 | video-scripts/口播稿/001-做了X年AI博主，我想聊一个很多人不会讲的问题.md | 无frontmatter
❌ 跳过 | video-scripts/公众号文章/002-明明国内算力更稀缺，为什么反而更便宜.md | 无frontmatter
❌ 跳过 | video-scripts/公众号文章/001-做了X年AI博主，我想聊一个很多人不会讲的问题.md | 无frontmatter
✅ 成功 | video-scripts/README.md | 匹配关键词: default
❌ 跳过 | video-scripts/CREATION_RULES.md | 无frontmatter
✅ 成功 | tobeu.md | 匹配关键词: default
✅ 成功 | to-do-list.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-29-net_speed_test-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-28-translate-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-26-runtime-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-23-add_watermark_by_parameters-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-21-passwordtools-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-14-replace4filename-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-06-txt2mp3-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-05-txt2wordcloud-en.md | 匹配关键词: default
✅ 成功 | ruweng/30讲/30-03-ppt2img-en.md | 匹配关键词: default
✅ 成功 | python-office-seo.md | 匹配关键词: python
❌ 跳过 | project-updates/20260423231924-openclaw-update.md | 无frontmatter
❌ 跳过 | project-updates/20260423224808-openclaw-update.md | 无frontmatter
❌ 跳过 | project-updates/20260423195604-openclaw-update.md | 无frontmatter
❌ 跳过 | project-updates/20260423092228-python-office.com-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011740-md2mp-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011732-po-website-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011720-lm-vlog-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011712-how-to-opc-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011658-how-to-digital-nomad-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011547-ai-nav-update.md | 无frontmatter
❌ 跳过 | project-updates/20260421011331-python-office.com-update.md | 无frontmatter
❌ 跳过 | project-updates/20260419120911-openclaw-update.md | 无frontmatter
❌ 跳过 | project-updates/20260418090910-ai-nav-update.md | 无frontmatter
❌ 跳过 | project-updates/20260418084245-ai-nav-update.md | 无frontmatter
❌ 跳过 | project-updates/20260417234159-ai-nav-update.md | 无frontmatter
❌ 跳过 | project-updates/20260417234144-ai-nav-update.md | 无frontmatter
❌ 跳过 | project-updates/20260415121525-ai-nav-update.md | 无frontmatter
❌ 跳过 | project-updates/20260414194149-python-office.com-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000642-python-office.com-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000642-po-website-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000641-openclaw-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000641-md2mp-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000641-lm-vlog-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000641-how-to-opc-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000641-how-to-digital-nomad-update.md | 无frontmatter
❌ 跳过 | project-updates/20260413000641-ai-nav-update.md | 无frontmatter
✅ 成功 | log/2026/0209-真诚得人心.md | 匹配关键词: default
✅ 成功 | log/2026/0208-远离同事.md | 匹配关键词: default
✅ 成功 | log/2026/0208-职场小透明.md | 匹配关键词: default
✅ 成功 | log/2026/0207-14年前.md | 匹配关键词: default
✅ 成功 | log/2026/0206-国企升职.md | 匹配关键词: default
✅ 成功 | log/2026/0205-加班跳舞.md | 匹配关键词: default
✅ 成功 | log/2026/0203-看好腾讯.md | 匹配关键词: default
✅ 成功 | log/2026/0202-元宝.md | 匹配关键词: default
✅ 成功 | log/2026/0202-优秀.md | 匹配关键词: default
✅ 成功 | log/2026/0201-冷静 copy.md | 匹配关键词: default
❌ 跳过 | java/java-study-grammer-en.md | 无frontmatter
✅ 成功 | java/java-inter-resource-en.md | 匹配关键词: default
❌ 跳过 | events/atomgit-lobster-2026/README.md | 无frontmatter
✅ 成功 | events/atomgit-lobster-2026/07-AI龙虾挑战赛重庆站招募开启-en.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/06-0基础参加AI编程比赛从龙虾挑战赛开始.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/06-0基础参加AI编程比赛从龙虾挑战赛开始-en.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/05-往期AI编程比赛获奖作品盘点与解析.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/05-往期AI编程比赛获奖作品盘点与解析-en.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/04-用AI从0到1做一个小工具写进简历惊艳面试官.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/04-用AI从0到1做一个小工具写进简历惊艳面试官-en.md | 匹配关键词: ai
✅ 成功 | events/atomgit-lobster-2026/03-AtomGit-OpenClaw-2026年最强AI编程组合.md | 匹配关键词: git
✅ 成功 | events/atomgit-lobster-2026/03-AtomGit-OpenClaw-2026年最强AI编程组合-en.md | 匹配关键词: git
✅ 成功 | events/atomgit-lobster-2026/02-Python-AI-Agent-2026年普通人的搞钱新机会.md | 匹配关键词: python
✅ 成功 | events/atomgit-lobster-2026/02-Python-AI-Agent-2026年普通人的搞钱新机会-en.md | 匹配关键词: python
✅ 成功 | events/atomgit-lobster-2026/01-从月薪3000到副业过万：一个法学生转行的血泪经验.md | 匹配关键词: default
✅ 成功 | events/atomgit-lobster-2026/01-从月薪3000到副业过万：一个法学生转行的血泪经验-en.md | 匹配关键词: default
✅ 成功 | course/课程文档标准模板.md | 匹配关键词: default
✅ 成功 | course/课程总览-程序员晚枫的所有课程.md | 匹配关键词: default
✅ 成功 | course/程序员晚枫/python-advanced/ads/03-想进大厂做Python开发这些面试题你必须会.md | 匹配关键词: python
✅ 成功 | course/程序员晚枫/python-advanced/ads/03-Python高级面试题你答对了几道看看你和高级工程师的差距.md | 匹配关键词: python
✅ 成功 | course/程序员晚枫/python-advanced/ads/02-用Python写一个300行的Web框架挑战你的编程极限.md | 匹配关键词: python
